Country,Date,Average Sentiment,Positive,Negative
SG,2020-06-29,0.13985475227906974,35,8
DK,2020-06-29,0.17499999999999996,2,1
CA,2020-06-29,0.12067560064409451,546,89
NL,2020-06-29,0.0871412037083333,21,3
NO,2020-06-29,0.08954545450000001,3,1
AR,2020-06-29,0.057511273499999994,5,3
GB,2020-06-29,0.14814457146724594,1234,262
TH,2020-06-29,0.11906388503571429,26,2
MX,2020-06-29,0.08937546192682928,34,7
GH,2020-06-29,0.088327518125,19,5
US,2020-06-29,0.13067996830220108,2604,576
GR,2020-06-29,0.2151909721666667,8,4
MY,2020-06-29,0.14858439431707315,36,5
NG,2020-06-29,0.18251718471779144,145,18
DO,2020-06-29,-0.01125,4,1
FR,2020-06-29,0.15479064845161286,28,3
TW,2020-06-29,0.34479166675,3,1
MC,2020-06-29,0.009772727199999998,2,3
ZA,2020-06-29,0.16879154034640526,133,20
GT,2020-06-29,-0.056860119,2,2
IE,2020-06-29,0.16103965102409637,67,16
IT,2020-06-29,0.09471127083333335,35,7
PL,2020-06-29,0.03385278215789474,29,9
NZ,2020-06-29,0.0445454545,5,1
KR,2020-06-29,-0.002099566999999993,4,1
KE,2020-06-29,0.09148167379999998,20,5
PT,2020-06-29,0.19366666660000004,4,1
CN,2020-06-29,-0.01004990846153846,10,3
QA,2020-06-29,-0.006200396833333334,10,2
IN,2020-06-29,0.16200297388392856,403,45
BD,2020-06-29,0.020637175363636354,8,3
HU,2020-06-29,0.062095238,2,1
ID,2020-06-29,0.21478362607936513,54,9
CO,2020-06-29,0.12922206764285712,12,2
BR,2020-06-29,0.06382211538461538,11,2
JM,2020-06-29,0.06941919199999999,5,3
JP,2020-06-29,0.2104398147777778,16,2
SA,2020-06-29,0.11413223136363637,10,1
NP,2020-06-29,0.164017857125,7,1
PH,2020-06-29,0.1466136094893616,123,18
PK,2020-06-29,0.18979350430434788,20,3
DE,2020-06-29,0.03434769116,40,10
ES,2020-07-06,0.14812769760714284,23,5
CA,2020-07-06,0.14030445535317465,428,76
AE,2020-07-06,0.1542245989117647,28,6
MX,2020-07-06,0.07415921974285712,26,9
PG,2020-07-06,-0.0125,1,1
GH,2020-07-06,0.26317340072222223,16,2
PK,2020-07-06,-0.19067307692307695,5,8
IN,2020-07-06,0.17242274221372036,342,37
CO,2020-07-06,0.0390625,6,2
BD,2020-07-06,-0.0467045455,6,4
AR,2020-07-06,0.11677489185714286,6,1
UG,2020-07-06,0.1292443667692308,12,1
OM,2020-07-06,0.056249999999999994,1,1
ET,2020-07-06,-0.0036616163333333305,1,2
TH,2020-07-06,0.19304885585714288,13,1
BE,2020-07-06,0.02594276088888889,7,2
FR,2020-07-06,0.21035951018750002,15,1
TW,2020-07-06,-0.38333333350000004,1,1
TT,2020-07-06,0.08194444449999998,3,1
ZA,2020-07-06,0.13874690977702697,125,23
IT,2020-07-06,0.10087121205882353,29,5
JP,2020-07-06,0.11829052238888892,14,4
CR,2020-07-06,0.06452380960000001,4,1
GR,2020-07-06,0.25990635525,8,4
PH,2020-07-06,0.18062600306122442,87,11
CN,2020-07-06,0.09062672172727272,10,1
MV,2020-07-06,0.07222222216666666,5,1
PL,2020-07-06,0.11007696002380951,39,3
MA,2020-07-06,-0.08333333333333333,2,1
JM,2020-07-06,0.012049319700000005,7,3
KE,2020-07-06,0.1620666854074074,25,2
GB,2020-07-06,0.14583709815225424,1149,204
US,2020-07-06,0.16015376707722404,2416,394
NL,2020-07-06,0.24983762627999997,23,2
HK,2020-07-06,0.07656565657142858,5,2
VE,2020-07-06,0.095486111,2,2
IE,2020-07-06,0.14992716603076922,53,12
KR,2020-07-06,0.08039321785714285,5,2
RU,2020-07-06,0.1340909092,4,1
MY,2020-07-06,0.09034387019999998,37,8
ID,2020-07-06,0.15515331887755102,47,2
AU,2020-07-06,0.12576945986249996,135,25
BR,2020-07-06,0.0937676768,8,2
SA,2020-07-06,0.09368686866666666,8,1
KW,2020-07-06,0.14045928025,7,1
DE,2020-07-06,0.08978903621875,29,3
SG,2020-07-06,0.09445940885185185,22,5
NG,2020-07-06,0.16582348154347826,122,16
AT,2020-07-06,0.05449284516666666,4,2
CH,2020-07-06,0.12052038246666666,14,1
US,2020-07-13,0.13944212489561228,3550,780
NP,2020-07-13,0.14222756415384613,10,3
BD,2020-07-13,0.09962224276190478,18,3
SG,2020-07-13,0.13361085898387093,47,15
TZ,2020-07-13,0.015000000000000003,3,2
SE,2020-07-13,0.16677097800000001,4,1
PH,2020-07-13,0.1269469411542554,164,24
SA,2020-07-13,0.04376162790909091,6,5
AU,2020-07-13,0.11618567250270263,306,64
UG,2020-07-13,0.1490850379411765,14,3
BR,2020-07-13,0.17065708104761904,18,3
AR,2020-07-13,0.0882196969,9,1
CA,2020-07-13,0.12010252818908629,662,126
MY,2020-07-13,0.09698254832,47,3
PG,2020-07-13,0.07916666650000001,1,1
AE,2020-07-13,0.14949593457142857,33,9
PL,2020-07-13,0.03685997903448275,56,2
TR,2020-07-13,0.11344696974999997,3,1
AT,2020-07-13,0.13118686866666668,8,1
NG,2020-07-13,0.18632714162244904,169,27
PK,2020-07-13,0.1957882395238095,18,3
PT,2020-07-13,0.16412913866666667,8,1
QA,2020-07-13,0.024305555583333333,11,1
NL,2020-07-13,0.15592194045714283,30,5
TH,2020-07-13,0.11325949222727273,18,4
RS,2020-07-13,-0.2098214285,1,3
MX,2020-07-13,0.07075850663157893,42,15
BS,2020-07-13,-0.2208468615,2,2
NZ,2020-07-13,0.13177071027272727,9,2
ID,2020-07-13,0.15038976581034486,54,4
GH,2020-07-13,0.1419767875862069,27,2
FI,2020-07-13,0.113125,2,2
ES,2020-07-13,0.19763237445238094,39,3
DO,2020-07-13,0.3416666666,4,1
IE,2020-07-13,0.1674110165955056,78,11
LK,2020-07-13,0.24166666674999998,3,1
CU,2020-07-13,0.10681818166666666,2,1
HK,2020-07-13,0.10749999999999997,3,2
ZA,2020-07-13,0.15655076168197876,241,42
IT,2020-07-13,0.16324860853333334,54,6
DE,2020-07-13,0.129904995175,39,1
HR,2020-07-13,0.2092348484,4,1
GB,2020-07-13,0.17098768950299392,1594,243
JP,2020-07-13,0.15552628554545456,18,4
FR,2020-07-13,0.20462369228571434,26,2
CN,2020-07-13,0.0814455430909091,10,1
KE,2020-07-13,0.10830368716666668,23,7
LS,2020-07-13,-0.022916666500000002,1,1
CH,2020-07-13,0.2598092186153846,12,1
CO,2020-07-13,0.03314694564285714,11,3
KW,2020-07-13,0.07523063966666667,14,1
GT,2020-07-13,0.125,1,1
GR,2020-07-13,0.18596819846153848,12,1
IL,2020-07-13,0.12968333331999998,24,1
VN,2020-07-13,-0.0583333334,4,1
IN,2020-07-13,0.158760278841424,533,85
KZ,2020-07-13,-0.008333333499999984,1,1
MK,2020-07-13,-0.027777778,1,1
ZM,2020-07-20,0.10656960225,3,1
KE,2020-07-20,0.14790027373529413,30,4
CN,2020-07-20,0.12242424240000001,4,1
BR,2020-07-20,0.0834893047647059,15,2
GB,2020-07-20,0.16091469627293217,1149,181
GR,2020-07-20,0.17850895318181817,10,1
MY,2020-07-20,0.1363985115714286,22,6
JP,2020-07-20,0.11512223884615383,12,1
SG,2020-07-20,0.12659851354545457,31,13
BS,2020-07-20,0.37156285077777773,8,1
CH,2020-07-20,0.04196428571428571,6,1
TH,2020-07-20,0.15639618679310344,24,5
NZ,2020-07-20,0.2188023387,9,1
GH,2020-07-20,0.10169743066666666,15,3
NL,2020-07-20,0.10113656530434785,20,3
GF,2020-07-20,0.07316017285714287,4,3
HR,2020-07-20,0.0761363636,3,2
US,2020-07-20,0.1426229629328123,2702,498
KH,2020-07-20,0.07588888883333333,5,1
NP,2020-07-20,0.1272959182857143,6,1
HK,2020-07-20,0.060147857444444446,15,3
KR,2020-07-20,0.072979798,1,1
KW,2020-07-20,-0.019504132272727272,10,1
LK,2020-07-20,0.15833333333333333,5,1
NG,2020-07-20,0.1855742186666667,101,10
CO,2020-07-20,-0.01,4,1
RU,2020-07-20,-0.10833333349999999,1,1
BE,2020-07-20,-0.017460317333333336,5,1
IE,2020-07-20,0.2220332240506329,76,3
AE,2020-07-20,0.12914842451851852,22,5
IS,2020-07-20,-0.011111111000000002,1,1
ZA,2020-07-20,0.20452805153999998,130,20
IT,2020-07-20,0.15610718795,34,6
ID,2020-07-20,0.21218780381818178,30,3
DE,2020-07-20,0.07735228315384617,36,3
BD,2020-07-20,-0.027075702076923076,10,3
CA,2020-07-20,0.11850979807068963,486,94
IN,2020-07-20,0.15622705229195405,381,54
UG,2020-07-20,0.15426275736363637,10,1
IL,2020-07-20,0.091,19,1
ES,2020-07-20,0.09004184576666668,24,6
SA,2020-07-20,-0.04821428575,1,3
PL,2020-07-20,0.060132182853658525,37,4
PH,2020-07-20,0.19167688266071428,101,11
HU,2020-07-20,-0.22499999999999998,1,1
FR,2020-07-20,0.15056255408,21,4
ZW,2020-07-20,0.11909722216666667,5,1
AU,2020-07-20,0.16529225509137058,170,27
MX,2020-07-20,0.21856105702380957,35,7
PK,2020-07-20,0.20755291011111113,8,1
JM,2020-07-20,0.13000558792857142,12,2
CG,2020-07-20,0.1302083335,1,1
PA,2020-07-27,0.08636363633333334,5,1
BB,2020-07-27,0.00031565633333333065,2,1
PF,2020-07-27,0.0202083335,1,1
JM,2020-07-27,0.1635741342142857,12,2
IL,2020-07-27,0.105371212125,39,1
BD,2020-07-27,-0.0007846320714285688,13,1
BR,2020-07-27,0.12475304026315788,16,3
AU,2020-07-27,0.16006046438666655,183,42
SG,2020-07-27,0.13103615520512818,29,10
IN,2020-07-27,0.16586805457386358,480,48
JP,2020-07-27,0.13845135462068967,24,5
IE,2020-07-27,0.14176321060919542,67,20
PT,2020-07-27,0.11832556323076923,11,2
ID,2020-07-27,0.1487607048695652,40,6
KH,2020-07-27,-0.0301818182,3,2
CR,2020-07-27,-0.020833333333333332,2,1
US,2020-07-27,0.14540673403847068,3432,571
SA,2020-07-27,0.048749999999999995,7,3
IT,2020-07-27,0.18900365794915253,50,9
BM,2020-07-27,-0.03333333333333333,5,1
KE,2020-07-27,0.02574404019672132,48,13
HK,2020-07-27,0.11462766049999999,18,2
DE,2020-07-27,0.19331355424137925,27,2
KR,2020-07-27,0.11145292200000001,9,2
HR,2020-07-27,0.07828914133333333,4,2
PK,2020-07-27,0.08143463405555557,15,3
NZ,2020-07-27,0.15215548328571432,6,1
RU,2020-07-27,0.048611111000000005,1,2
DO,2020-07-27,0.19376841322222224,7,2
PH,2020-07-27,0.1726629097058823,136,17
BE,2020-07-27,0.1463194444,12,3
CN,2020-07-27,0.04575608695238095,14,7
AT,2020-07-27,0.027662036999999997,4,2
PL,2020-07-27,0.07186327548148148,48,6
GR,2020-07-27,0.206995738625,15,1
BQ,2020-07-27,-0.043181818,1,1
MQ,2020-07-27,-0.14910714285714283,3,4
GH,2020-07-27,0.12188077417073172,35,6
GB,2020-07-27,0.16052055934220777,1300,240
ZM,2020-07-27,0.04999999999999999,1,2
TH,2020-07-27,0.16855701514705884,29,5
BS,2020-07-27,0.012224927818181812,8,3
ZA,2020-07-27,0.1679307171979695,172,25
ES,2020-07-27,0.10001610937931035,27,2
NG,2020-07-27,0.19188665280136982,132,14
FI,2020-07-27,0.1451704545,3,1
UG,2020-07-27,0.1910098755,14,2
TR,2020-07-27,-0.05416666675,3,1
CH,2020-07-27,0.03264880960000001,7,3
MY,2020-07-27,0.15541090588888887,32,4
CA,2020-07-27,0.11418504476993478,647,118
LS,2020-07-27,-0.0066666665,1,1
LY,2020-07-27,0.10902777799999999,1,1
MA,2020-07-27,-0.04999999999999999,1,1
FR,2020-07-27,0.13012483763333327,24,6
MX,2020-07-27,0.14776861173469386,36,13
NL,2020-07-27,0.13253314389999998,17,3
AE,2020-07-27,0.19781223889473684,36,2
IN,2020-08-03,0.19139404102231244,437,56
IE,2020-08-03,0.19292810915116287,74,12
FR,2020-08-03,0.16239181944444447,26,1
CN,2020-08-03,0.11569258758823532,15,2
US,2020-08-03,0.15268833109240168,3489,591
SA,2020-08-03,0.08111499607692307,7,6
ID,2020-08-03,0.16645504246808507,41,6
MY,2020-08-03,0.1827466343191489,38,9
PE,2020-08-03,-0.03333333333333333,2,1
DK,2020-08-03,0.13505050500000002,8,1
IT,2020-08-03,0.07799433129166666,41,7
TR,2020-08-03,0.017969697,3,2
DE,2020-08-03,0.08780026534210528,34,4
AU,2020-08-03,0.16732142719354834,237,42
SE,2020-08-03,0.023125,7,1
HR,2020-08-03,0.12984848479999997,4,1
PK,2020-08-03,0.12952662033333331,12,3
CO,2020-08-03,0.14375,9,1
TT,2020-08-03,0.17378472224999997,10,2
ZA,2020-08-03,0.16900707858235295,148,22
EG,2020-08-03,0.039583333250000005,3,1
JM,2020-08-03,0.1394448953125,14,2
GB,2020-08-03,0.14746396120471392,1268,217
SG,2020-08-03,0.2155150071388889,35,1
PH,2020-08-03,0.13692289079999995,107,18
JP,2020-08-03,0.09743478429999995,23,7
MX,2020-08-03,0.11395722099999998,49,11
KE,2020-08-03,0.16979696744897962,42,7
GT,2020-08-03,0.11666666666666665,2,1
LB,2020-08-03,-0.009375,11,1
RO,2020-08-03,0.029818181799999992,4,1
BE,2020-08-03,0.1114882133,16,4
KR,2020-08-03,0.14934732872727274,9,2
BS,2020-08-03,0.05038562708333333,10,2
TH,2020-08-03,0.191565009051282,36,3
NL,2020-08-03,0.13367921831034485,24,5
CA,2020-08-03,0.10827173920693925,674,133
NO,2020-08-03,0.16052083325,3,1
GR,2020-08-03,0.14189554272222224,16,2
PT,2020-08-03,0.17899440837500002,7,1
IQ,2020-08-03,-0.052777778,1,1
BR,2020-08-03,0.14459430071428572,13,1
AE,2020-08-03,0.128446571,34,7
AR,2020-08-03,-0.089004329,4,1
VN,2020-08-03,0.048177083375000006,5,3
BB,2020-08-03,0.09295634914285714,6,1
ES,2020-08-03,0.11598358046153845,33,6
CH,2020-08-03,0.07152777777777777,8,1
ZW,2020-08-03,-0.08657407416666667,3,3
HK,2020-08-03,0.0792541486,17,3
IS,2020-08-03,0.0954365075,1,1
GF,2020-08-03,-0.10833333325,2,2
PL,2020-08-03,0.08274219456060602,62,4
NG,2020-08-03,0.17550925280833332,110,10
KH,2020-08-03,0.0,1,1
GH,2020-08-03,0.07384173361904763,16,5
UG,2020-08-03,0.10876106209090909,8,3
HU,2020-08-10,-0.041666667,1,1
IT,2020-08-10,0.15882388703703704,24,3
ZA,2020-08-10,0.16964764636206903,50,8
PK,2020-08-10,0.009598214250000014,3,1
ID,2020-08-10,0.19708038163636363,10,1
PL,2020-08-10,0.017676767555555545,8,1
ES,2020-08-10,0.039941077500000005,4,2
SG,2020-08-10,0.08427951387500002,9,7
AT,2020-08-10,0.09423611116666665,5,1
NG,2020-08-10,0.15467373060465117,38,5
GH,2020-08-10,-0.005688131333333332,8,4
NZ,2020-08-10,0.074280303,5,1
KR,2020-08-10,0.12351641416666669,5,1
LB,2020-08-10,-0.20125,5,3
CA,2020-08-10,0.12498229091304357,231,45
BR,2020-08-10,0.11770833333333335,4,2
KE,2020-08-10,0.0721527778,4,1
MX,2020-08-10,0.13725895313636363,18,4
AU,2020-08-10,0.14721400526744186,70,16
FR,2020-08-10,0.10305555561538463,12,1
PH,2020-08-10,0.16919773713725494,43,8
DE,2020-08-10,0.07010582007142856,12,2
JM,2020-08-10,-0.005618686999999997,1,1
PE,2020-08-10,-0.14880952400000003,1,1
MY,2020-08-10,0.11987309314285713,11,3
GB,2020-08-10,0.16031266369512193,345,65
IE,2020-08-10,0.15942533596875,28,4
IN,2020-08-10,0.16181022145454543,103,18
JP,2020-08-10,0.04414772733333333,7,5
US,2020-08-10,0.13403473562466486,1274,218
RO,2020-08-17,-0.16666666666666666,2,1
IL,2020-08-17,0.0,1,1
UG,2020-08-17,0.30580601942857133,6,1
ES,2020-08-17,0.14259527388679244,47,6
UA,2020-08-17,0.26666666666666666,2,1
HK,2020-08-17,0.11838023090476193,18,3
AT,2020-08-17,0.11962250715384615,11,2
GH,2020-08-17,0.072038961,31,4
TH,2020-08-17,0.30789679621428584,24,4
DO,2020-08-17,-0.01979166666666667,4,2
GR,2020-08-17,0.2033669588947368,16,3
AR,2020-08-17,0.11037984008333333,10,2
DK,2020-08-17,0.1481944445,3,1
US,2020-08-17,0.14723283494494555,4347,757
RU,2020-08-17,0.045422457578947376,17,2
ID,2020-08-17,0.23116131140579713,59,10
AE,2020-08-17,0.1698248106,39,1
IE,2020-08-17,0.1313479678817204,74,19
SA,2020-08-17,-0.008124999999999999,7,3
HT,2020-08-17,0.04981060599999999,1,1
FR,2020-08-17,0.15520866318518517,48,6
SE,2020-08-17,0.231056547625,7,1
AU,2020-08-17,0.13902822795563136,248,45
HR,2020-08-17,-0.0752621882857143,4,3
TT,2020-08-17,0.1099300144,14,1
GB,2020-08-17,0.16894159996235583,1440,207
SG,2020-08-17,0.10177436754929577,62,9
DE,2020-08-17,0.09957941314000002,44,6
ZA,2020-08-17,0.1288666192259259,226,44
BS,2020-08-17,0.0458055556,7,3
BT,2020-08-17,0.3451719576428572,13,1
JP,2020-08-17,0.050114186810810805,24,13
BE,2020-08-17,0.1755495806875,14,2
KH,2020-08-17,0.115625,3,1
NG,2020-08-17,0.1799069880986842,134,18
IT,2020-08-17,0.16281848174418606,39,4
PK,2020-08-17,0.21165764790909092,21,1
VN,2020-08-17,0.05717893214285714,4,3
CN,2020-08-17,0.14526515158333334,11,1
MA,2020-08-17,0.13,4,1
PE,2020-08-17,-0.016369047666666674,4,2
MV,2020-08-17,0.23888888883333334,5,1
KE,2020-08-17,0.15968078212820513,33,6
IS,2020-08-17,0.18501984125,3,1
PL,2020-08-17,0.08008309905263154,53,4
LK,2020-08-17,-0.05833333333333333,5,1
CH,2020-08-17,0.08641959363636365,9,2
KY,2020-08-17,-0.025000000000000022,1,1
JM,2020-08-17,0.1306131094736842,18,1
PH,2020-08-17,0.15605470026315796,266,38
IN,2020-08-17,0.2016981687472925,498,56
NP,2020-08-17,0.0591666667,8,2
KW,2020-08-17,0.10086480184615385,11,2
MX,2020-08-17,0.14955042165079363,52,11
CL,2020-08-17,0.03703703700000001,7,2
NZ,2020-08-17,0.1342072999719626,92,15
KR,2020-08-17,0.14475550963636363,17,5
NL,2020-08-17,0.19009687208823525,32,2
MY,2020-08-17,0.08625229180392158,44,7
MT,2020-08-17,-0.015277777666666667,2,1
BD,2020-08-17,0.08905134686666667,13,2
BR,2020-08-17,0.0073082009999999925,11,6
CA,2020-08-17,0.11088442431808287,763,155
GB,2020-08-24,0.1635671131848687,1330,190
TR,2020-08-24,0.02858495650000001,3,1
US,2020-08-24,0.14829339852143394,4261,871
AU,2020-08-24,0.13987036742704623,245,36
VN,2020-08-24,0.208723958375,7,1
SG,2020-08-24,0.16662208260869563,43,3
JP,2020-08-24,0.09968010776923074,30,9
MY,2020-08-24,0.10955248003508772,45,12
CH,2020-08-24,0.14883085661538462,10,3
NL,2020-08-24,0.17279880786363633,20,2
GU,2020-08-24,0.12083333349999999,1,1
NZ,2020-08-24,0.1247026078571428,41,8
KR,2020-08-24,0.15602095871874996,28,4
LA,2020-08-24,-0.09999999999999998,1,1
GT,2020-08-24,0.15,2,1
CL,2020-08-24,0.14630681816666669,5,1
NP,2020-08-24,0.07946326696296298,20,7
BR,2020-08-24,0.11944444440000002,13,2
GR,2020-08-24,0.21136784516666665,23,1
DZ,2020-08-24,0.138888889,2,1
DK,2020-08-24,0.22345238087499997,7,1
HK,2020-08-24,0.13987740435714285,11,3
KE,2020-08-24,0.2012387944324324,34,3
LK,2020-08-24,0.2761904762222222,8,1
NG,2020-08-24,0.16870467825153362,143,20
CN,2020-08-24,0.12588077195000003,16,4
TH,2020-08-24,0.16844162776923075,23,3
OM,2020-08-24,0.1125,5,1
GH,2020-08-24,0.08400391273076922,22,4
BT,2020-08-24,0.39981481483333337,11,1
PL,2020-08-24,0.0809632785,45,3
ZA,2020-08-24,0.13115707229460571,199,42
IN,2020-08-24,0.19859564356751824,484,64
PK,2020-08-24,0.11649720413333334,13,2
ZW,2020-08-24,0.0892857142,4,1
UA,2020-08-24,-0.041666666666666664,2,1
EG,2020-08-24,0.225,1,1
ES,2020-08-24,0.11009297518181818,17,5
ID,2020-08-24,0.1335372184237288,53,6
IE,2020-08-24,0.11513214142307696,93,11
CR,2020-08-24,-0.020833333333333332,2,1
SA,2020-08-24,0.18951446281818185,10,1
AE,2020-08-24,0.15337923882500004,35,5
CZ,2020-08-24,-0.03645833325,3,1
IL,2020-08-24,0.18984848459999998,3,2
MX,2020-08-24,0.11608968391525423,50,9
JM,2020-08-24,0.08917748914285716,26,2
PH,2020-08-24,0.14585020336016954,209,27
TT,2020-08-24,0.11788072049999998,12,2
VE,2020-08-24,0.03214285714285715,5,2
CO,2020-08-24,0.20083333325,3,1
CA,2020-08-24,0.11191655661554398,811,154
SE,2020-08-24,0.03801181462500001,6,2
HU,2020-08-24,-0.0131944445,1,1
TW,2020-08-24,0.226125,4,1
FR,2020-08-24,0.13601937739285716,25,3
BD,2020-08-24,0.013920454499999999,6,2
UG,2020-08-24,0.15666235772222226,15,3
DE,2020-08-24,0.06804974081578949,31,7
SZ,2020-08-31,-0.0625,1,1
GR,2020-08-31,0.14713140833333335,20,4
NO,2020-08-31,0.09399350642857142,6,1
NL,2020-08-31,0.15807674573913041,20,3
ES,2020-08-31,0.13555665832258063,27,4
UG,2020-08-31,0.1374699375,23,1
BR,2020-08-31,0.05414299241666667,20,4
CA,2020-08-31,0.11034693527586202,648,135
NG,2020-08-31,0.17479399228037382,90,17
BZ,2020-08-31,0.07118055549999999,1,1
ZA,2020-08-31,0.14309891889962814,230,39
MY,2020-08-31,0.2258158589512195,37,4
AG,2020-08-31,0.15138888900000003,1,1
FR,2020-08-31,0.08882197473333334,24,6
MX,2020-08-31,0.11617892632258066,53,9
GB,2020-08-31,0.16491636241329471,1194,190
VE,2020-08-31,0.05681818166666667,2,1
TT,2020-08-31,0.11590558361111108,16,2
ZW,2020-08-31,0.213392857,3,1
CH,2020-08-31,0.19188311691666668,10,2
GH,2020-08-31,0.06147401044117647,29,5
MU,2020-08-31,0.3724537036666667,2,1
TH,2020-08-31,0.11010709776470587,30,4
AE,2020-08-31,0.2085952611276596,45,2
BS,2020-08-31,0.09382716055555555,8,1
TZ,2020-08-31,0.16848115514285714,6,1
LK,2020-08-31,0.0023809524999999915,1,1
MV,2020-08-31,0.19066666660000003,4,1
GF,2020-08-31,0.043333333285714294,5,2
JM,2020-08-31,0.15224466895238095,19,2
SI,2020-08-31,0.04523809533333334,2,1
DK,2020-08-31,0.235188802125,7,1
SA,2020-08-31,0.15253474594736843,14,5
IT,2020-08-31,0.0932282003469388,44,5
PK,2020-08-31,0.1139520202222222,7,2
HK,2020-08-31,0.015479797933333336,13,2
CN,2020-08-31,0.08698715548148149,22,5
AT,2020-08-31,0.09589947094444444,15,3
US,2020-08-31,0.14055533108675783,3684,915
PL,2020-08-31,0.07538902524324323,35,2
ID,2020-08-31,0.12479558982,46,4
KE,2020-08-31,0.19930930180769232,23,3
GY,2020-08-31,0.0270833335,1,1
SE,2020-08-31,0.16521551499999998,7,2
AU,2020-08-31,0.15238432282572614,209,32
BH,2020-08-31,0.17500000000000002,2,1
HR,2020-08-31,0.035896464666666676,2,1
VN,2020-08-31,0.046222222199999996,4,1
PH,2020-08-31,0.18954002920812174,173,24
SG,2020-08-31,0.1132278514,38,2
CO,2020-08-31,0.08,6,1
JP,2020-08-31,0.11233698595238095,18,3
DE,2020-08-31,0.1360316687857143,48,8
HT,2020-08-31,-0.011111111,1,1
IN,2020-08-31,0.16792463394174761,445,70
IL,2020-08-31,0.06170634914285714,6,1
NP,2020-08-31,0.13431327161111112,16,2
BB,2020-08-31,-0.0833333335,1,1
KR,2020-08-31,0.13151235812499998,20,4
NZ,2020-08-31,0.15801922283928577,49,7
BD,2020-08-31,0.13590909080000002,3,2
PT,2020-08-31,0.026561447833333324,4,2
IE,2020-08-31,0.1728380908734177,69,10
BE,2020-08-31,0.19840788839999998,13,2
JM,2020-10-05,0.08333333325,3,1
PH,2020-10-05,0.15531544612000003,21,4
CA,2020-10-05,0.11115469064893617,162,26
DE,2020-10-05,0.1972222222,9,1
AE,2020-10-05,0.24583333325,3,1
PL,2020-10-05,0.006641414099999998,17,3
BE,2020-10-05,-0.1890625,1,1
IE,2020-10-05,0.15935545937037038,23,4
US,2020-10-05,0.11877423517944997,595,96
IN,2020-10-05,0.19166989285365849,37,4
SE,2020-10-05,-0.048214285714285716,5,2
ZA,2020-10-05,0.25329670330769233,12,1
LK,2020-10-05,0.3643229165,1,1
KR,2020-10-05,-0.00037878799999999796,1,1
CN,2020-10-05,0.05,1,1
MY,2020-10-05,0.10318452380000001,9,1
GB,2020-10-05,0.08685117579896905,162,32
AU,2020-10-05,0.14267738096,21,4
MC,2020-10-12,-0.050662879,1,3
MX,2020-10-12,0.18705156716666668,15,3
TR,2020-10-12,-0.0341666666,3,2
IE,2020-10-12,0.08187916934426231,44,17
NL,2020-10-12,0.07381628779999999,18,2
BZ,2020-10-12,0.07202380950000001,1,1
CI,2020-10-12,0.15625,1,1
FR,2020-10-12,0.03730158733333333,7,2
CA,2020-10-12,0.11055417952808987,366,79
BR,2020-10-12,0.015000000000000003,4,1
ES,2020-10-12,0.109755478875,13,3
GR,2020-10-12,0.107614087375,6,2
ZA,2020-10-12,0.13553146255,34,6
NO,2020-10-12,0.06666666666666667,2,1
IL,2020-10-12,0.1663194445,5,1
AR,2020-10-12,0.053125000000000006,3,1
NP,2020-10-12,-0.13111111099999997,2,1
KR,2020-10-12,0.14839980160000002,12,3
IN,2020-10-12,0.1385794506666667,72,15
GH,2020-10-12,0.2093506494,4,1
PH,2020-10-12,0.25514588655421666,77,6
SA,2020-10-12,-0.009000000000000003,6,4
US,2020-10-12,0.13604031375262163,1414,207
MY,2020-10-12,0.15184523808,21,4
IT,2020-10-12,0.06139807163636364,21,1
JP,2020-10-12,0.17048958330000002,7,3
ID,2020-10-12,0.08953349284210525,17,2
TT,2020-10-12,0.23863636375,3,1
TH,2020-10-12,0.030416666599999996,9,1
PL,2020-10-12,0.0608305382972973,29,8
AE,2020-10-12,0.07762311757142858,15,6
GB,2020-10-12,0.1091060517923587,519,83
AT,2020-10-12,-0.054974489857142865,5,2
FI,2020-10-12,-0.011893939400000006,3,2
BE,2020-10-12,0.21511363639999997,9,1
SE,2020-10-12,-0.11150793657142856,2,5
AU,2020-10-12,0.18110334792647056,63,5
ZA,2020-10-19,0.14276980116666665,33,3
US,2020-10-19,0.12779172296079502,1574,237
UG,2020-10-19,0.06535669175,3,1
CN,2020-10-19,0.138371212,11,1
CO,2020-10-19,0.11979166671428573,6,1
MT,2020-10-19,0.08353535366666669,2,1
MX,2020-10-19,0.055772606999999995,14,7
ET,2020-10-19,-0.2,1,1
MY,2020-10-19,0.2564147572926829,39,2
NG,2020-10-19,0.02431976006666666,12,3
CA,2020-10-19,0.09077710530370364,331,74
CH,2020-10-19,-0.15693181825,2,2
KR,2020-10-19,0.006874999999999999,3,3
KE,2020-10-19,0.11183766228571428,11,3
JP,2020-10-19,0.04104683190909091,10,1
GB,2020-10-19,0.11207177808201428,584,111
GR,2020-10-19,0.05542929309090909,9,2
ID,2020-10-19,0.14665575591304347,19,4
IE,2020-10-19,0.05280231826315791,58,18
IN,2020-10-19,0.1602276059803922,82,20
DE,2020-10-19,0.06465032982142858,24,4
IT,2020-10-19,0.04025458661904762,18,3
CZ,2020-10-19,-0.038888888999999996,1,1
NL,2020-10-19,0.10233305545945945,31,6
QA,2020-10-19,0.050757575666666666,2,1
NO,2020-10-19,0.24450757574999996,3,1
SA,2020-10-19,0.0019480519090909149,7,4
